"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Comparison"
"GO:0071103","DNA conformation change","3/370","14/18805",0.214285714285714,10.8909266409266,5.24481851094058,0.00234052783429729,0.187889606783057,0.176391403413446,"HMGB3/HHEX/TOP1MT",3,"DX_vs_REM"
"GO:1902106","negative regulation of leukocyte differentiation","8/370","120/18805",0.0666666666666667,3.38828828828829,3.71822128957033,0.00258671979001188,0.203326953494059,0.190884037135745,"HMGB3/STAT5A/PRDX2/INHBA/GPR68/IL4R/CLEC4G/HOXA7",8,"DX_vs_REM"
"GO:0034341","response to type II interferon","8/370","121/18805",0.0661157024793388,3.36028590574045,3.69000352650525,0.00272355487336181,0.209285764818218,0.196478189522035,"RAB20/BST2/IFNGR2/ACTG1/GAPDH/RPL13A/CXCL16/IRF8",8,"DX_vs_REM"
"GO:0045059","positive thymic T cell selection","3/370","15/18805",0.2,10.1648648648649,5.03051811809157,0.00288328471312001,0.209285764818218,0.196478189522035,"CD3E/CD3D/CD3G",3,"DX_vs_REM"
"GO:0010563","negative regulation of phosphorus metabolic process","13/370","271/18805",0.047970479704797,2.43806721851002,3.37818683284762,0.00288440492195795,0.209285764818218,0.196478189522035,"FLCN/APOE/APOC1/PTPN1/TFAP4/INHBA/IRAK3/HHEX/CBFA2T3/CDKN2D/ADARB1/SLC4A1/SLC27A1",13,"DX_vs_REM"
"GO:0045936","negative regulation of phosphate metabolic process","13/370","271/18805",0.047970479704797,2.43806721851002,3.37818683284762,0.00288440492195795,0.209285764818218,0.196478189522035,"FLCN/APOE/APOC1/PTPN1/TFAP4/INHBA/IRAK3/HHEX/CBFA2T3/CDKN2D/ADARB1/SLC4A1/SLC27A1",13,"DX_vs_REM"
"GO:0048538","thymus development","5/370","50/18805",0.1,5.08243243243243,4.09496209233673,0.00294146842632575,0.209399252311832,0.196584731967948,"PRDX2/EPHB3/MAP2K2/BCL2/HOXA3",5,"DX_vs_REM"
"GO:0002446","neutrophil mediated immunity","6/241","39/18805",0.153846153846154,12.0044685604852,7.83814663921192,9.53243903735112e-06,0.0300939100409175,0.0283263951604655,"PRAM1/STXBP2/ITGB2/AZU1/ELANE/TUSC2",6,"REM_vs_REL"
"GO:0043368","positive T cell selection","6/241","51/18805",0.117647058823529,9.17988772272395,6.66474193000192,4.62813800781223e-05,0.0730551584533161,0.0687643873476523,"STAT5A/BATF/CD3E/CD3D/CD3G/BCL2",6,"REM_vs_REL"
"GO:0045058","T cell selection","6/241","64/18805",0.09375,7.31522302904564,5.76607334136462,0.000167724855913178,0.140236204030199,0.131999667898322,"STAT5A/BATF/CD3E/CD3D/CD3G/BCL2",6,"REM_vs_REL"
"GO:0030099","myeloid cell differentiation","16/241","455/18805",0.0351648351648352,2.74387852811089,4.29043925061565,0.000272652494556209,0.140236204030199,0.131999667898322,"STAT5A/GPR68/DNASE2/KLF1/FOS/BATF/DMTN/IRF8/CBFA2T3/PRTN3/CSF3R/TPM4/FOSL2/HOXA5/HOXA7/HOXA9",16,"REM_vs_REL"
"GO:0033632","regulation of cell-cell adhesion mediated by integrin","3/241","11/18805",0.272727272727273,21.2806488117691,7.66595805565811,0.00031789765084785,0.140236204030199,0.131999667898322,"FERMT3/CD3E/PIEZO1",3,"REM_vs_REL"
