,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0048193,BP,GO:0048193,Golgi vesicle transport,49/1423,287/13600,0.170731707317073,1.63172959909501,3.69760054465486,0.000378886787663213,0.035070292837037,0.0314514517183036,GBF1/ARFGAP2/UVRAG/CCDC91/LRRK2/RAB3IP/SCFD1/SNAP23/MYO5A/VPS35L/RAB34/RABEP1/CSNK1D/LMAN1/AP3D1/COPA/LYPLAL1/CNST/EPS15/VAMP3/KIF16B/ERGIC3/ATP9A/DOP1B/CCDC93/COMMD1/VPS54/RAB1A/TEX261/COPG1/ATP2C1/PRKCI/SCAP/SEC24B/AP1AR/HTT/EXOC1/GAK/TMED9/GOLPH3/SCAMP1/CUX1/COG5/EXOC4/INSIG1/VPS41/ASAP1/VPS13A/STX17,49
GO:0034504,BP,GO:0034504,protein localization to nucleus,49/1423,292/13600,0.167808219178082,1.60378902376804,3.56538166911965,0.000567712780731987,0.0440478328109112,0.039502615315639,TCF7L2/FAM53B/ZBTB16/NUP98/LRRK2/MDM2/CCT2/ING1/LATS2/NUP58/NFKBIA/PML/TSC2/HEATR3/NF1/TNPO2/LMNB2/TGFB1/TOR1AIP2/TOR1AIP1/IPO9/HNRNPU/NF2/EIF4ENIF1/EP300/RANGAP1/RANBP2/PIKFYVE/XPO1/CBLB/GSK3B/HCLS1/NMD3/TFRC/PPP3CA/PIK3R1/FYN/LATS1/SYNE1/NUP153/ILRUN/AKIRIN2/MEPCE/YWHAZ/ANGPT1/WRN/CDKN2A/JAK2/NOL8,49
GO:0032386,BP,GO:0032386,regulation of intracellular transport,48/1423,249/13600,0.192771084337349,1.84236595009694,4.58595050405233,2.0208936593637e-05,0.00666389684175181,0.00597626118344726,INPP5F/KIF20B/MYBPC3/NEAT1/NUMA1/MTMR2/LRRK2/OS9/MDM2/WNK1/PPP1R12A/NUP58/SCFD1/MAP2K1/USP7/SUPT6H/NF1/TGFB1/PTPN14/TRIM58/KHDRBS1/PLK3/ERGIC3/PTPN1/ATP9A/PCNT/MAPK1/NF2/EP300/RANGAP1/TTC21B/XPO1/GSK3B/HCLS1/SETD2/PTPN23/EDEM1/SEC24B/RUFY3/ICE1/PIK3R1/NUP153/UBE2J1/INSIG1/ANGPT1/ZDHHC2/CDKN2A/JAK2,48
GO:0016197,BP,GO:0016197,endosomal transport,48/1423,271/13600,0.177121771217712,1.69280118662044,3.93804131602234,0.000180049998327245,0.025614398063897,0.0229712939023217,GBF1/INPP5F/TBC1D10C/PICALM/MTMR2/ARL1/RAB35/VPS37B/LRRK2/RAB8B/MAP2K1/CLEC16A/VPS35L/USP7/SNF8/SPAG9/CLTC/EPG5/AP3D1/UBXN6/LYST/STX12/EPS15/ZFYVE9/VAMP3/KIF16B/AP5S1/ATP9A/MAPK1/NF2/CCDC93/PIKFYVE/ITSN2/VPS54/TBC1D23/RAB7A/PIK3R4/TBC1D5/DYNC1LI1/PTPN23/REPS1/SNX9/ZDHHC2/HOOK3/ABCA1/MVB12B/UBAP1/RAB9A,48
GO:0030111,BP,GO:0030111,regulation of Wnt signaling pathway,48/1423,279/13600,0.172043010752688,1.64426208449512,3.71690999524501,0.00036170501423346,0.034077779555281,0.0305613541161542,TCF7L2/FAM53B/CCNY/CTNND1/LRRK2/WNK1/LATS2/FOXO1/LRRK1/USP8/CSNK1G1/TSC2/WWOX/NLK/NLE1/AXIN2/CSNK1D/TGFB1/SKI/RNF220/CTNNBIP1/GID8/PRDM15/CBY1/ZEB2/TTC21B/CCNYL1/PPM1B/USP34/GSK3B/NPHP3/PPP2R3A/IFT80/TBL1XR1/TMEM131L/APC/LATS1/ANKRD6/GRB10/CDK14/JRK/CCAR2/TMEM64/MLLT3/KANK1/GNAQ/SPIN4/TBL1X,48
GO:0002263,BP,GO:0002263,cell activation involved in immune response,48/1423,281/13600,0.170818505338078,1.63255915150939,3.66272470397375,0.000427432846370814,0.0382554728275399,0.0343079586528454,GBF1/ASCL2/GAB2/SLC15A4/ITFG2/TBK1/CLEC4E/RASGRP1/SNAP23/FES/IL4R/ITGAL/PLCG2/SUPT6H/RARA/MALT1/SBNO2/JAK3/TGFB1/SPHK2/NKG7/STXBP3/NOTCH2/RC3H1/PTPRC/CD46/BCR/EP300/STAT4/HSPD1/MSH2/CD86/GATA2/PLCL2/OPA1/TFRC/FOXP1/NSD2/DOCK2/IL6ST/PIK3R1/MYB/IRF4/LYN/RIPK2/NBN/SHB/NR4A3,48
GO:0032869,BP,GO:0032869,cellular response to insulin stimulus,47/1423,216/13600,0.217592592592593,2.0795918898519,5.46738061838996,7.8170742823524e-07,0.00195526389441133,0.00175350369206714,ECHDC3/PTPRE/PDE3B/PIK3C2A/PTPRJ/HRAS/C2CD5/ATP2B1/FOXO1/SELENOS/MYO5A/IGF1R/TSC2/PRKCB/SREBF1/HDAC5/STXBP4/GRB2/LPIN2/INSR/WDTC1/BCAR3/PTPN1/MAPK1/LPIN1/CFLAR/NCOA1/GSK3B/PPARG/PRKCI/EPHB3/SMARCC1/GNAI2/APC/CSF1R/PIK3R1/GCLC/MET/INSIG1/GRB10/YWHAG/FGFR1/PRKDC/NCOA2/MAPKAP1/SLC27A4/KANK1,47
GO:0060070,BP,GO:0060070,canonical Wnt signaling pathway,47/1423,266/13600,0.176691729323308,1.68869115867673,3.87767033695122,0.000221762417671972,0.0278575837056506,0.0249830092089102,TCF7L2/FAM53B/CCNY/PTEN/BCL9L/CTNND1/LRRK2/RARG/WNK1/LATS2/FOXO1/LRRK1/USP8/CSNK1G1/SIAH1/NLE1/AXIN2/CSNK1D/TGFB1/RNF220/CTNNBIP1/GID8/PRDM15/CBY1/ZEB2/TTC21B/CCNYL1/PPM1B/USP34/GSK3B/NPHP3/PPP2R3A/TBL1XR1/DVL3/TMEM131L/APC/LATS1/ANKRD6/CDK14/JRK/CCAR2/TMEM64/MLLT3/KANK1/GNAQ/SPIN4/TBL1X,47
GO:0002366,BP,GO:0002366,leukocyte activation involved in immune response,47/1423,278/13600,0.169064748201439,1.61579801513673,3.54618796808241,0.000616373863023999,0.0447282020853766,0.0401127784952252,ASCL2/GAB2/SLC15A4/ITFG2/TBK1/CLEC4E/RASGRP1/SNAP23/FES/IL4R/ITGAL/PLCG2/SUPT6H/RARA/MALT1/SBNO2/JAK3/TGFB1/SPHK2/NKG7/STXBP3/NOTCH2/RC3H1/PTPRC/CD46/BCR/EP300/STAT4/HSPD1/MSH2/CD86/GATA2/PLCL2/OPA1/TFRC/FOXP1/NSD2/DOCK2/IL6ST/PIK3R1/MYB/IRF4/LYN/RIPK2/NBN/SHB/NR4A3,47
GO:1903311,BP,GO:1903311,regulation of mRNA metabolic process,46/1423,269/13600,0.171003717472119,1.63432927450514,3.59207432626193,0.000544020910411174,0.0428396167661097,0.0384190729347718,CPEB3/NUP98/CLNS1A/CNOT2/ARGLU1/PAN3/IREB2/TNRC6A/KAT8/FTO/CNOT1/SUPT6H/CASC3/DDX5/AXIN2/SRSF2/HNRNPL/CNOT3/KHSRP/PTBP1/RC3H1/HNRNPU/PUM1/KHDRBS1/THRAP3/PABPC4/TUT4/RBM39/DYRK1A/EIF4ENIF1/PUM2/GIGYF2/PNPT1/ARID5A/DHX36/DCP1A/DCP2/HNRNPA0/QKI/SRPK1/TENT5A/ZC3HAV1/TRA2A/KHDRBS3/AGO2/UPF3B,46
GO:0048545,BP,GO:0048545,response to steroid hormone,46/1423,272/13600,0.169117647058824,1.61630358397751,3.50980054586362,0.000695674901338273,0.044734803572446,0.0401186987865897,ZMIZ1/FOSL1/MDM2/CNOT2/NR2C1/STRN3/UBE3A/USP8/IGF1R/CNOT1/SREBF1/NR1D1/DDX5/AXIN2/PER1/PIAS2/BCL2/JUND/TGFB1/PTPRC/HNRNPU/SMYD3/JUN/AGL/PMEPA1/COMT/MAPK1/EP300/PPARA/TFPI/CFLAR/IDH1/NCOA1/CAD/VPS54/FOXP1/CD38/SH3RF1/LATS1/NCOA2/RXRA/DNAJA1/JAK2/KDM4C/NR4A3/TBL1X,46
GO:0071559,BP,GO:0071559,response to transforming growth factor beta,43/1423,238/13600,0.180672268907563,1.72673426362815,3.86646573047288,0.000245441479084094,0.0282004862350802,0.0252905282364402,ZEB1/TET1/ZMIZ1/BCL9L/LRRC32/CHST11/PXN/USP15/APAF1/ING1/LATS2/SPRED1/PML/IGF1R/WWOX/NLK/SMAD2/NFATC1/TGFB1/SKI/ARID4B/SELENON/PRDM16/ZFYVE9/JUN/PMEPA1/CRKL/EP300/PPARA/TGFBRAP1/ZEB2/CFLAR/STK16/FNDC4/SPRED2/ADAM17/PPARG/SAP30L/MEF2C/FYN/LATS1/CD109/HIPK2,43
GO:0060828,BP,GO:0060828,regulation of canonical Wnt signaling pathway,42/1423,218/13600,0.192660550458716,1.84130954760262,4.28064621050452,6.60230436566353e-05,0.0159750635651822,0.0143266251796604,TCF7L2/FAM53B/CCNY/CTNND1/LRRK2/WNK1/LATS2/FOXO1/LRRK1/USP8/CSNK1G1/NLE1/AXIN2/CSNK1D/TGFB1/RNF220/CTNNBIP1/GID8/PRDM15/CBY1/ZEB2/TTC21B/CCNYL1/PPM1B/USP34/GSK3B/NPHP3/PPP2R3A/TBL1XR1/TMEM131L/APC/LATS1/ANKRD6/CDK14/JRK/CCAR2/TMEM64/MLLT3/KANK1/GNAQ/SPIN4/TBL1X,42
GO:0031669,BP,GO:0031669,cellular response to nutrient levels,42/1423,219/13600,0.191780821917808,1.83290174144919,4.2477341310777,7.36083754699737e-05,0.0159750635651822,0.0143266251796604,YME1L1/MCU/ITFG2/LRRK2/MDM2/FOXO1/STK24/PRKCH/ATXN3/FES/IGF1R/CLEC16A/TSC2/TNRC6A/MAP1LC3B/SREBF1/BCL2/PAK4/IFI16/XPR1/SLC2A1/NCOA3/COMT/MAPK1/GAS2L1/MTMR3/EP300/SREBF2/PPARA/NCOA1/MAT2A/PIK3R4/PLD1/RICTOR/SRF/PRKAG2/VPS41/YWHAG/YWHAZ/WRN/MAPKAP1/RXRA,42
GO:0071560,BP,GO:0071560,cellular response to transforming growth factor beta stimulus,42/1423,231/13600,0.181818181818182,1.73768606656871,3.86557312107125,0.000250558554569908,0.0282004862350802,0.0252905282364402,ZEB1/TET1/ZMIZ1/BCL9L/LRRC32/CHST11/PXN/USP15/APAF1/ING1/LATS2/SPRED1/PML/IGF1R/WWOX/NLK/SMAD2/NFATC1/TGFB1/SKI/ARID4B/SELENON/PRDM16/ZFYVE9/JUN/PMEPA1/CRKL/EP300/PPARA/TGFBRAP1/ZEB2/CFLAR/STK16/SPRED2/ADAM17/PPARG/SAP30L/MEF2C/FYN/LATS1/CD109/HIPK2,42
GO:0006402,BP,GO:0006402,mRNA catabolic process,41/1423,234/13600,0.175213675213675,1.67456499150104,3.55808880024466,0.000646577837924403,0.044734803572446,0.0401186987865897,CPEB3/CNOT2/PAN3/IREB2/TNRC6A/FTO/CNOT1/CASC3/ERN1/DDX5/AXIN2/CNOT3/KHSRP/RC3H1/HNRNPU/PUM1/AGO4/AGO1/THRAP3/PABPC4/TUT4/EIF4ENIF1/PUM2/GIGYF2/PNPT1/ARID5A/DHX36/DCP1A/EXOSC9/DCP2/HNRNPA0/HBS1L/QKI/TENT5A/SND1/ZC3HAV1/LSM5/ZHX2/AGO2/ZCCHC7/UPF3B,41
GO:0002573,BP,GO:0002573,myeloid leukocyte differentiation,39/1423,219/13600,0.178082191780822,1.70198018848853,3.58004438890347,0.000625911681191951,0.0447282020853766,0.0401127784952252,UBASH3B/IRF7/GAB2/LRRK1/IREB2/FES/CBFA2T3/NF1/RARA/SBNO2/TGFB1/FSTL3/NOTCH2/IFI16/GPR137B/PRDM16/CTNNBIP1/ZBTB46/RUNX1/CFLAR/VPS54/HCLS1/PPARG/GATA2/IFT80/TFRC/FOXP1/PPP3CA/CSF1R/PIK3R1/AP3B1/QKI/IRF4/CD109/CDK6/LYN/TMEM64/VPS13A/TFE3,39
GO:0045619,BP,GO:0045619,regulation of lymphocyte differentiation,38/1423,208/13600,0.182692307692308,1.74604032650414,3.70644051561475,0.000438271647962351,0.0384631923430221,0.0344942439611118,ZEB1/IL15RA/ZMIZ1/ZBTB16/ASCL2/RNF41/MIR17HG/RASGRP1/IL4R/IKZF3/RARA/STAT5B/MALT1/JAK3/AP3D1/TGFB1/RC3H1/PTPRC/CD46/DUSP10/ARID1A/RUNX1/EP300/CD86/OPA1/SMARCC1/TMEM131L/SH3RF1/AP3B1/PRDM1/CD83/ARID1B/IRF4/PRKDC/RIPK2/SMARCA2/CDKN2A/SHB,38
GO:0045444,BP,GO:0045444,fat cell differentiation,37/1423,203/13600,0.182266009852217,1.741966081511,3.64094464693888,0.000542263165189565,0.0428396167661097,0.0384190729347718,TCF7L2/CTBP2/NOC3L/ZBTB16/NR4A1/FOXO1/WDFY2/JDP2/PIAS1/FTO/NUDT7/SREBF1/NR1D1/AXIN2/METRNL/SIRT2/TGFB1/DUSP10/HNRNPU/PRDM16/NEGR1/CBY1/EP300/PPARG/OSBPL11/GATA2/TBL1XR1/TRIO/RREB1/INSIG1/BBS9/STEAP4/FABP4/TMEM64/NR4A3/TFE3/TBL1X,37
GO:0043087,BP,GO:0043087,regulation of GTPase activity,36/1423,157/13600,0.229299363057325,2.19147669541786,5.13302125991324,4.26083386282123e-06,0.00236248381822702,0.00211870331649385,USP6NL/HRAS/FGD4/LRRK2/TBC1D15/WNK1/SIPA1L1/RASGRP1/ABR/NF1/GMIP/RAP1A/RCC2/SRGAP2/RAB3GAP2/GPR137B/BCAR3/RALGAPA2/BCR/RANGAP1/PKP4/GSK3B/DVL3/EPHB3/RAPGEF6/F2R/SNX9/RIPOR2/MET/ARFGEF1/RABGAP1/SLC27A4/RAPGEF1/VAV2/DOCK8/FGD3,36
