geneSymbol
LINC01635
LINC00339
CDC42
CDC42-AS1
CDC42-IT1
ZBTB40
C1QA
C1QC
C1QB
EPHB2
KDM1A
LUZP1
LINC01355
HNRNPR
ZNF436
ZNF436-AS1
TCEA3
ASAP3
E2F2
ID3
MDS2
RPL11
ELOA-AS1
ELOA
PITHD1
LYPLA2
GALE
HMGCL
FUCA1
CNR2
PNRC2
SRSF10
IFNLR1
STPG1
NIPAL3
RCAN3AS
RCAN3
NCMAP-DT
SRRM1
CLIC4
RUNX3
AL050344.1
AL031432.1
SYF2
AL031432.4
AL031432.5
RSRP1
AL031432.3
RHD
TMEM50A
RHCE
MACO1
LDLRAP1
AL606491.1
MAN1C1
AL031280.1
SELENON
AL020996.1
MTFR1L
AUNIP
AL033528.2
PAQR7
STMN1
PAFAH2
SLC30A2
PDIK1L
FAM110D
AL391650.1
ZNF593
CNKSR1
CEP85
SH3BGRL3
UBXN11
CD52
CRYBG2
ZNF683
LIN28A
DHDDS
AL513365.2
HMGN2
RPS6KA1
AL512408.1
ARID1A
PIGV
ZDHHC18
SFN
GPN2
GPATCH3
NUDC
KDF1
TRNP1
TENT5B
SLC9A1
WDTC1
TMEM222
SYTL1
MAP3K6
GPR3
WASF2
BX293535.1
AHDC1
FGR
LINC02574
IFI6
AL020997.5
FAM76A
STX12
AL020997.2
AL020997.3
PPP1R8
THEMIS2
RPA2
SMPDL3B
XKR8
EYA3
PTAFR
DNAJC8
ATP5IF1
AL353622.1
AL353622.2
SESN2
MED18
PHACTR4
RCC1
SNHG3
TRNAU1AP
SNHG12
TAF12
RAB42
LINC01715
AL360012.1
GMEB1
YTHDF2
EPB41
TMEM200B
SRSF4
MECR
PTPRU
MATN1
MATN1-AS1
AL137857.1
LAPTM5
SDC3
PUM1
SNRNP40
ZCCHC17
AL451070.1
FABP3
SERINC2
LINC01226
TINAGL1
PEF1
AC114488.2
AC114488.3
COL16A1
ADGRB2
SPOCD1
AL136115.2
PTP4A2
AL136115.1
KHDRBS1
AL445248.1
TMEM39B
KPNA6
AL049795.2
TXLNA
CCDC28B
AL049795.1
IQCC
DCDC2B
TMEM234
EIF3I
FAM167B
LCK
HDAC1
MARCKSL1
TSSK3
FAM229A
BSDC1
ZBTB8B
ZBTB8A
ZBTB8OS
RBBP4
SYNC
KIAA1522
YARS
S100PBP
FNDC5
TMEM54
AL031602.2
RNF19B
AL020995.1
AK2
AZIN2
TRIM62
AL662907.3
ZNF362
AL513327.1
PHC2
ZSCAN20
CSMD2
SMIM12
GJA4
DLGAP3
TMEM35B
ZMYM6
ZMYM1
SFPQ
ZMYM4
ZMYM4-AS1
KIAA0319L
NCDN
AC004865.2
TFAP2E
PSMB2
C1orf216
CLSPN
AGO4
AGO1
AL139286.3
AL139286.2
AGO3
TEKT2
ADPRHL2
COL8A2
TRAPPC3
MAP7D1
THRAP3
SH3D21
EVA1B
AL591845.1
STK40
LSM10
OSCP1
MRPS15
CSF3R
LINC01137
ZC3H12A
MEAF6
SNIP1
DNALI1
GNL2
AL513220.1
RSPO1
C1orf109
CDCA8
MANEAL
YRDC
C1orf122
MTF1
AL929472.2
INPP5B
SF3A3
FHL3
UTP11
POU3F1
LINC01685
RRAGC
AL139260.1
MYCBP
GJA9
RHBDL2
AKIRIN1
NDUFS5
MACF1
AL356055.1
AL442071.2
BMP8A
PABPC4
PABPC4-AS1
HEYL
HPCAL4
PPIE
BMP8B
OXCT2
AL033527.3
AL033527.4
TRIT1
MYCL
MFSD2A
CAP1
PPT1
RLF
AL050341.2
ZMPSTE24
COL9A2
SMAP2
ZFP69B
AL031985.3
ZFP69
AL603839.3
EXO5
ZNF684
RIMS3
NFYC-AS1
NFYC
KCNQ4
CITED4
CTPS1
SLFNL1-AS1
SLFNL1
SCMH1
FOXO6
EDN2
HIVEP3
FOXJ3
RIMKLA
ZMYND12
PPCS
CCDC30
PPIH
AC098484.4
AC098484.2
YBX1
P3H1
C1orf50
TMEM269
SVBP
ERMAP
AL512353.1
ZNF691
SLC2A1
SLC2A1-AS1
EBNA1BP2
CFAP57
TMEM125
TIE1
MPL
AL139289.2
CDC20
ELOVL1
MED8
SZT2
HYI
HYI-AS1
PTPRF
KDM4A
KDM4A-AS1
ST3GAL3
ARTN
AL357079.1
IPO13
AL357079.2
DPH2
ATP6V0B
B4GALT2
CCDC24
SLC6A9
AL139220.2
DMAP1
ERI3
RNF220
TMEM53
ARMH1
KIF2C
AL592166.1
RPS8
BEST4
PLK3
TCTEX1D4
BTBD19
PTCH2
EIF2B3
HECTD3
UROD
ZSWIM5
LINC01144
HPDL
MUTYH
TOE1
TESK2
CCDC163
MMACHC
PRDX1
AKR1A1
NASP
CCDC17
GPBP1L1
TMEM69
IPP
AL604028.1
MAST2
PIK3R3
AL358075.2
POMGNT1
LURAP1
RAD54L
LRRC41
UQCRH
NSUN4
FAAH
MKNK1
MOB3C
ATPAF1
TEX38
EFCAB14
CYP4X1
CYP4A22-AS1
LINC00853
PDZK1IP1
TAL1
AL135960.1
STIL
CMPK1
FOXD2-AS1
FOXD2
SLC5A9
SPATA6
BEND5
ELAVL4
FAF1
CDKN2C
LINC01562
RNF11
AL162430.2
TTC39A
TTC39A-AS1
EPS15
AC104170.2
AC104170.1
OSBPL9
NRDC
AL050343.2
AL050343.3
RAB3B
TXNDC12
KTI12
AL445685.1
BTF3L4
ZFYVE9
CC2D1B
AL513218.2
ORC1
PRPF38A
TUT4
GPX7
SHISAL2A
COA7
ZYG11B
ZYG11A
ECHDC2
SCP2
PODN
SLC1A7
CPT2
AL606760.2
CZIB
AL606760.3
MAGOH
AL606760.1
LRP8
LINC01771
LINC02812
NDC1
YIPF1
HSPB11
LRRC42
TMEM59
TCEANC2
CYB5RL
MRPL37
SSBP3
SSBP3-AS1
ACOT11
MROH7
TTC4
PARS2
TTC22
LEXM
DHCR24
USP24
MIR4422HG
PLPP3
DAB1
OMA1
TACSTD2
MYSM1
JUN
LINC01135
LINC02777
LINC01358
AC093425.1
AC093424.1
FGGY
HOOK1
CYP2J2
NFIA
TM2D1
AC099791.2
PATJ
L1TD1
KANK4
USP1
DOCK7
AC103923.1
ATG4C
ALG6
ITGB3BP
EFCAB7
DLEU2L
PGM1
ROR1
CACHD1
RAVER2
JAK1
LINC01359
AL357078.2
AK4
DNAJC6
LEPROT
LEPR
AC119800.1
AL513493.1
PDE4B
SGIP1
AL139147.1
TCTEX1D1
WDR78
MIER1
SLC35D1
C1orf141
AL133320.2
IL23R
IL12RB2
SERBP1
GADD45A
GNG12
DIRAS3
WLS
DEPDC1
LRRC7
LRRC40
SRSF11
AL353771.1
ANKRD13C
HHLA3
CTH
PTGER3
ZRANB2-AS1
ZRANB2
ZRANB2-AS2
NEGR1
AL513166.1
LRRIQ3
FPGT
TNNI3K
ERICH3
CRYZ
TYW3
SLC44A5
ACADM
RABGGTB
ST6GALNAC3
PIGK
AC093433.2
AK5
AC093575.1
AC118549.1
USP33
MIGA1
NEXN-AS1
NEXN
FUBP1
DNAJB4
GIPC2
AC103591.3
PTGFR
IFI44L
IFI44
LINC01781
ADGRL2
LINC01725
TTLL7
TTLL7-IT1
AL359504.2
PRKACB
SAMD13
RPF1
GNG5
SPATA1
CTBS
AL359762.1
SSX2IP
LPAR3
MCOLN2
WDR63
MCOLN3
SYDE2
C1orf52
BCL10
AL078459.1
DDAH1
CCN1
ZNHIT6
COL24A1
ODF2L
CLCA4-AS1
AL049597.2
SH3GLB1
SELENOF
HS2ST1
LINC01140
LMO4
PKN2-AS1
PKN2
GTF2B
KYAT3
RBMXL1
GBP3
GBP1
GBP2
GBP7
GBP4
AC099063.4
GBP5
AL596214.1
LRRC8B
LRRC8C-DT
AC093423.2
LRRC8C
AC099568.1
AC099568.2
LRRC8D
ZNF326
LINC02609
ZNF644
HFM1
CDC7
TGFBR3
BRDT
EPHX4
SETSIP
BTBD8
GLMN
RPAP2
GFI1
EVI5
RPL5
DIPK1A
MTF2
TMED5
CCDC18
CCDC18-AS1
DR1
FNBP1L
BCAR3
AL109613.1
AL049796.1
DNTTIP2
GCLM
ARHGAP29
AC118469.2
ABCD3
F3
CNN3
AC105942.1
ALG14
TLCD4
AC092802.1
RWDD3
PTBP2
DPYD
DPYD-AS1
DPYD-IT1
SNX7
FRRS1
AGL
AC118553.1
SLC35A3
MFSD14A
SASS6
TRMT13
LRRC39
DBT
AL445928.2
RTCA-AS1
RTCA
CDC14A
GPR88
VCAM1
EXTL2
AC104506.1
SLC30A7
DPH5
AC093157.2
AC093157.1
AL109741.1
S1PR1
RNPC3
AMY2B
PRMT6
NTNG1
VAV3
VAV3-AS1
LINC02785
SLC25A24
AL359258.2
FAM102B
HENMT1
AL160171.1
PRPF38B
STXBP3
AKNAD1
GPSM2
CLCC1
WDR47
TAF13
AL356488.3
TMEM167B
AL356488.2
KIAA1324
SARS
CELSR2
PSRC1
SORT1
PSMA5
ATXN7L2
CYB561D1
AMIGO1
GNAI3
AL355310.1
AMPD2
GSTM4
GSTM2
GSTM1
AC000032.1
GSTM5
GSTM3
AL450468.2
CSF1
AHCYL1
STRIP1
AL160006.1
ALX3
LINC02586
KCNC4
RBM15-AS1
RBM15
LAMTOR5-AS1
SLC16A4
AL355488.1
LAMTOR5
AL365361.1
KCNA3
CD53
AL360270.2
AL360270.1
LRIF1
AL360270.3
DRAM2
CEPT1
AL355816.1
AL355816.2
DENND2D
CHI3L2
PIFO
OVGP1
AL390195.2
AL390195.1
WDR77
ATP5PB
C1orf162
TMIGD3
ADORA3
RAP1A
LINC01160
INKA2
INKA2-AS1
AL049557.1
DDX20
KCND3
CTTNBP2NL
WNT2B
ST7L
CAPZA1
MOV10
AL603832.1
RHOC
PPM1J
SLC16A1
SLC16A1-AS1
LRIG2-DT
LRIG2
MAGI3
PHTF1
RSBN1
AL137856.1
PTPN22
AP4B1-AS1
BCL2L15
AP4B1
DCLRE1B
HIPK1-AS1
HIPK1
OLFML3
SYT6
TRIM33
BCAS2
DENND2C
AMPD1
NRAS
CSDE1
SIKE1
TSPAN2
LINC01765
VANGL1
SLC22A15
MAB21L3
ATP1A1
ATP1A1-AS1
AL390066.1
CD58
IGSF3
CD2
PTGFRN
CD101
AL445231.1
TTF2
TRIM45
AL358072.1
MAN1A2
TENT5C
GDAP2
WDR3
SPAG17
TBX15
WARS2
WARS2-IT1
WARS2-AS1
LINC00622
ZNF697
PHGDH
REG4
NOTCH2
SEC22B
AC253572.1
NBPF26
AC253572.2
LINC00623
FCGR1B
AC244453.2
FAM72B
SRGAP2C
SRGAP2-AS1
LINC02798
AL592494.1
AL592494.2
AC239800.2
LINC02591
HIST2H3PS2
FAM72C
LINC02802
AC246785.3
NBPF15
FP700111.1
SRGAP2B
FAM72D
AC245014.3
AC245014.1
NBPF20
GPR89A
PDZK1
CD160
RNF115
POLR3C
NUDT17
PIAS3
ANKRD35
ITGA10
PEX11B
RBM8A
LIX1L-AS1
LIX1L
ANKRD34A
AC243547.2
POLR3GL
TXNIP
AC239799.2
LINC01719
NBPF10
NOTCH2NLA
AC239799.1
AC245407.2
NBPF12
PRKAB2
AC242426.2
FMO5
CHD1L
LINC00624
BCL9
ACP6
GPR89B
AC239803.1
LINC02804
NBPF11
LINC02805
AC239809.3
LINC01138
AC245100.1
PPIAL4G
NBPF14
NOTCH2NLB
NUDT4B
PDE4DIP
NBPF9
AC245297.3
AC245297.2
NOTCH2NLC
NBPF19
AC242842.1
FCGR1A
HIST2H2BF
AC243772.2
HIST2H3D
HIST2H4A
HIST2H2AA3
HIST2H2AA4
HIST2H4B
AC239868.1
HIST2H2BE
HIST2H2AC
HIST2H2AB
BOLA1
SV2A
SF3B4
MTMR11
OTUD7B
AC244033.2
VPS45
PLEKHO1
AC242988.2
ANP32E
AC242988.1
CA14
APH1A
C1orf54
CIART
MRPS21
PRPF3
RPRD2
TARS2
ECM1
FALEC
AL356356.1
ADAMTSL4
ADAMTSL4-AS1
MCL1
ENSA
GOLPH3L
HORMAD1
CTSS
CTSK
ARNT
SETDB1
CERS2
AL590133.1
ANXA9
MINDY1
PRUNE1
BNIPL
C1orf56
CDC42SE1
MLLT11
GABPB2
SEMA6C
TNFAIP8L2
SCNM1
LYSMD1
VPS72
PIP5K1A
PSMD4
ZNF687-AS1
ZNF687
PI4KB
RFX5
AL391069.1
AL391069.2
SELENBP1
PSMB4
POGZ
CGN
TUFT1
AL365436.2
SNX27
AL391335.1
AL589765.7
MRPL9
OAZ3
AL589765.4
TDRKH
TDRKH-AS1
RORC
C2CD4D
THEM5
THEM4
AL450992.2
AL450992.3
S100A10
AL450992.1
S100A11
TCHH
FLG-AS1
SPRR2F
S100A9
S100A12
S100A8
S100A6
S100A5
S100A4
S100A3
S100A2
S100A16
S100A13
S100A1
AL162258.2
CHTOP
SNAPIN
ILF2
INTS3
SLC27A3
GATAD2B
AL358472.5
DENND4B
CRTC2
SLC39A1
AL358472.4
AL358472.3
CREB3L4
JTB
AL358472.2
RAB13
RPS27
NUP210L
TPM3
C1orf189
C1orf43
UBAP2L
HAX1
AQP10
ATP8B2
IL6R-AS1
IL6R
SHE
AL162591.2
UBE2Q1
ADAR
KCNN3
PMVK
AL451085.1
PBXIP1
PYGO2
AL451085.2
SHC1
CKS1B
FLAD1
ZBTB7B
DCST2
DCST1
DCST1-AS1
ADAM15
EFNA4
EFNA3
EFNA1
SLC50A1
DPM3
KRTCAP2
TRIM46
MUC1
AC234582.1
THBS3
MTX1
AC234582.2
GBA
FAM189B
SCAMP3
CLK2
HCN3
PKLR
FDPS
RUSC1-AS1
RUSC1
ASH1L
ASH1L-IT1
ASH1L-AS1
AL353807.2
MSTO1
AL353807.5
YY1AP1
DAP3
GON4L
SYT11
RIT1
KHDC4
ARHGEF2
AL355388.2
AL355388.3
SSR2
UBQLN4
LAMTOR2
RAB25
MEX3A
LMNA
SEMA4A
SLC25A44
PMF1
BGLAP
PAQR6
SMG5
TMEM79
GLMP
CCT3
TSACC
C1orf61
MEF2D
IQGAP3
TTC24
NAXE
GPATCH4
BCAN
NES
CRABP2
ISG20L2
RRNAD1
MRPL24
HDGF
PRCC
AL590666.5
SH2D2A
NTRK1
PEAR1
ARHGEF11
ETV3
LINC02772
FCRL5
FCRL3
AL356276.1
FCRL2
FCRL1
CD5L
KIRREL1
KIRREL1-IT1
CD1D
AL138899.1
CD1A
CD1C
CD1B
CD1E
OR10Z1
SPTA1
MNDA
PYHIN1
IFI16
AIM2
CADM3
CADM3-AS1
ACKR1
FCER1A
DUSP23
FCRL6
SLAMF8
AL590560.2
VSIG8
AL590560.3
CFAP45
TAGLN2
IGSF9
SLAMF9
LINC01133
KCNJ10
PIGM
KCNJ9
IGSF8
ATP1A2
ATP1A4
CASQ1
AL121987.2
PEA15
DCAF8
AL139011.1
PEX19
COPA
NCSTN
NHLH1
VANGL2
SLAMF6
CD84
SLAMF1
AL121985.1
CD48
SLAMF7
LY9
CD244
ITLN1
F11R
TSTD1
USF1
ARHGAP30
NECTIN4
KLHDC9
PFDN2
NIT1
DEDD
UFC1
AL590714.1
USP21
PPOX
B4GALT3
ADAMTS4
NDUFS2
FCER1G
TOMM40L
NR1I3
MPZ
SDHC
CFAP126
AL592295.4
AL592295.5
FCGR2A
HSPA6
FCGR3A
FCGR3B
FCGR2B
FCRLA
FCRLB
DUSP12
AL359541.1
ATF6
OLFML2B
NOS1AP
C1orf226
SH2D1B
UHMK1
AL596325.1
UAP1
AL596325.2
DDR2
HSD17B7
RGS5
AL592435.1
NUF2
PBX1
AL357568.2
AL356441.1
MGST3
ALDH9A1
AL451074.5
TMCO1
TMCO1-AS1
UCK2
AL358115.1
LINC01675
POGK
TADA1
ILDR2
MAEL
GPA33
DUSP27
AL451050.2
POU2F1
AL136984.1
CD247
AL359962.3
AL359962.2
CREG1
AL031733.2
RCSD1
MPZL1
MPC2
DCAF6
GPR161
TIPRL
SFT2D2
TBX19
XCL2
XCL1
ATP1B1
NME7
BLZF1
CCDC181
SLC19A2
Z99572.1
F5
SELP
C1orf112
SELL
METTL18
SCYL3
KIFAP3
GORAB-AS1
GORAB
BX284613.2
FMO3
FMO2
FMO1
FMO4
PRRC2C
MYOCOS
VAMP4
EEF1AKNMT
DNM3
PIGC
SUCO
FASLG
TNFSF4
AL645568.1
PRDX6
KLHL20
CENPL
DARS2
GAS5
GAS5-AS1
ZBTB37
RC3H1
RC3H1-IT1
LINC02776
RABGAP1L-DT
RABGAP1L
GPR52
RABGAP1L-IT1
Z99127.1
Z99127.4
CACYBP
MRPS14
KIAA0040
LINC02803
COP1
AL590723.1
AL591043.2
LINC01645
SEC16B
RASAL2-AS1
RASAL2
CLEC20A
C1orf220
AL137796.1
AL449106.1
RALGPS2
ANGPTL1
FAM20B
TOR3A
ABL2
SOAT1
AXDND1
TOR1AIP2
AL353708.3
TOR1AIP1
AL353708.1
CEP350
QSOX1
LHX4
ACBD6
XPR1
KIAA1614
AL162431.1
KIAA1614-AS1
STX6
MR1
IER5
AL355482.1
GLUL
RNASEL
RGS16
LINC01686
NPL
AL355999.1
DHX9
LAMC1
SMG7-AS1
SMG7
NCF2
ARPC5
RGL1
COLGALT2
TSEN15
AL445228.2
C1orf21
AL078645.1
AL713852.1
EDEM3
NIBAN1
RNF2
TRMT1L
SWT1
IVNS1ABP
AL078644.2
PRG4
TPR
ODR4
AL096803.2
PTGS2
PACERR
PLA2G4A
ERVMER61-1
RGS18
AL390957.1
AL136987.1
RGS1
RGS13
AL136454.1
RGS2
UCHL5
RO60
GLRX2
CDC73
B3GALT2
LINC01031
AL138778.1
LINC01724
CFH
ASPM
ZBTB41
CRB1
DENND1B
C1orf53
NEK7
AL450352.1
AL157402.1
PTPRC
AL157402.2
MIR181A1HG
AC096631.1
LINC01222
AC105941.1
NR5A2
LINC00862
AC104461.1
ZNF281
KIF14
DDX59
DDX59-AS1
CAMSAP2
GPR25
INAVA
KIF21B
TMEM9
IGFN1
PHLDA3
CSRP1
AC096677.1
NAV1
IPO9-AS1
IPO9
SHISA4
TIMM17A
RNPEP
ELF3-AS1
ELF3
GPR37L1
ARL8A
PTPN7
LGR6
UBE2T
PPP1R12B
SYT2
KDM5B
AC098934.4
PCAT6
RABIF
KLHL12
ADIPOR1
CYB5R1
TMEM183A
PPFIA4
MYBPH
CHI3L1
CHIT1
LINC01353
LINC01136
BTG2
FMOD
PRELP
ATP2B4
LAX1
ZC3H11A
ZBED6
SNRPE
SOX13
ETNK2
REN
PLEKHA6
PPP1R15B
PIK3C2B
MDM4
AL512306.3
LRRN2
AL512306.2
NFASC
CNTN2
TMEM81
RBBP5
DSTYK
TMCC2
NUAK2
KLHDC8A
CDK18
MFSD4A
ELK4
SLC45A3
NUCKS1
RAB29
SLC41A1
AC119673.2
PM20D1
RAB7B
CTSE
RHEX
AVPR1B
AC244035.1
FAM72A
SRGAP2
IKBKE
AC244034.2
RASSF5
EIF2D
AL591846.2
DYRK3
MAPKAPK2
IL10
IL19
IL24
FCMR
PIGR
C1orf116
PFKFB2
YOD1
C4BPB
CD55
CR2
CR1
AL137789.1
CR1L
CD46
MIR29B2CHG
CD34
AL356275.1
LINC02767
PLXNA2
LAMB3
HSD11B1-AS1
G0S2
TRAF3IP3
C1orf74
IRF6
UTP25
HHAT
RCOR3
TRAF5
AL590101.1
LINC00467
SLC30A1
NEK2
LPGAT1
INTS7
DTL
LINC02608
PPP2R5A
AL360091.2
AL360091.3
PACC1
AC092803.3
NENF
AC092803.1
AC092803.4
ATF3
FAM71A
LINC02773
BATF3
NSL1
TATDN3
FLVCR1-DT
FLVCR1
VASH2
ANGEL2
RPS6KC1
SMYD2
PTPN14
CENPF
KCTD3
GPATCH2
SPATA17
RRP15
TGFB2
LYPLAL1-DT
LYPLAL1
AC096642.1
ZC3H11B
EPRS
BPNT1
IARS2
RAB3GAP2
MARK1
C1orf115
2-Mar
1-Mar
HLX-AS1
HLX
DUSP10
LINC02257
LINC01705
AL513314.2
TAF1A
TAF1A-AS1
MIA3
AL592148.3
AIDA
BROX
FAM177B
AL392172.2
AL392172.1
DISP1
AL929091.1
TLR5
SUSD4
CAPN2
TP53BP2
AC138393.3
FBXO28
DEGS1
AC092809.2
NVL
CNIH4
WDR26
CNIH3
DNAH14
LBR
LINC02765
ENAH
SRP9
EPHX1
AL591895.1
TMEM63A
LEFTY1
PYCR2
SDE2
AL512343.2
H3F3A
LINC01703
ACBD3
ACBD3-AS1
MIXL1
LIN9
PARP1
ITPKB
ITPKB-IT1
ITPKB-AS1
PSEN2
COQ8A
CDC42BPA
LINC01641
ZNF678
SNAP47
JMJD4
AL731702.1
WNT9A
ARF1
C1orf35
MRPL55
GUK1
GJC2
IBA57-DT
IBA57
OBSCN-AS1
OBSCN
AL353593.1
AL353593.3
TRIM11
AL670729.1
AL139288.1
TRIM17
HIST3H2A
HIST3H2BB
RNF187
RHOU
AL162595.1
RAB4A
AL117350.1
CCSAP
ACTA1
NUP133
AL121990.1
ABCB10
TAF5L
URB2
LINC01736
GALNT2
PGBD5
COG2
AL158214.2
C1orf198
AL118511.1
TTC13
ARV1
FAM89A
C1orf131
GNPAT
EXOC8
SPRTN
EGLN1
AL445524.1
TSNAX
LINC00582
DISC1
AL136171.2
DISC1-IT1
SIPA1L2
MAP10
NTPCR
PCNX2
MAP3K21
KCNK1
SLC35F3
AL355472.3
COA6-AS1
COA6
TARBP1
IRF2BP2
AL160408.2
LINC01132
AL391832.1
AL391832.2
AL391832.3
LINC01348
AL732292.2
TOMM20
RBM34
ARID4B
GGPS1
TBCE
AL357556.4
TBCE.1
B3GALNT2
GNG4
LYST
NID1
GPR137B
ERO1B
EDARADD
LGALS8
LGALS8-AS1
AL359921.2
AL359921.1
HEATR1
ACTN2
MTR
RYR2
AL359551.1
AC093426.1
CHRM3
CHRM3-AS2
GREM2
RGS7
AL359764.2
FH
KMO
OPN3
CHML
AL133390.1
WDR64
EXO1
PLD5
AL591686.2
CEP170
SDCCAG8
AKT3
AKT3-IT1
ZBTB18
ADSS
CATSPERE
DESI2
BX323046.2
COX20
HNRNPU
BX323046.1
AL356512.1
EFCAB2
KIF26B
SMYD3
SMYD3-IT1
TFB2M
CNST
AL591623.1
AL591848.3
AL591848.2
SCCPDH
AL591848.4
LINC01341
AHCTF1
ZNF695
ZNF670
ZNF669
ZNF124
AL390728.6
AL390728.5
ZNF496
NLRP3
OR2B11
GCSAML
AL390860.1
TRIM58
OR2W3
OR2T8
OR2AK2
OR2L5
OR2L2
OR2L3
OR2L13
OR2G6
AC098483.1
LYPD8
SH3BP5L
ZNF672
ZNF692
PGBD2
FAM110C
SH3YL1
ACP1
ALKAL2
AC079779.2
TMEM18
AC092159.2
LINC01115
SNTG2-AS1
SNTG2
PXDN
MYT1L
EIPR1
TRAPPC12
TRAPPC12-AS1
ADI1
AC231981.1
AC108488.1
RNASEH1
RNASEH1-AS1
AC108488.3
RPS7
SILC1
NRIR
CMPK2
RSAD2
RNF144A-AS1
RNF144A
AC013460.1
LINC01871
LINC00299
LINC01814
AC092617.1
ID2-AS1
ID2
KIDINS220
MBOAT2
ASAP2
ITGB1BP1
CPSF3
IAH1
ADAM17
AC073195.1
YWHAQ
TAF1B
AC010969.2
GRHL1
AC104794.3
KLF11
RRM2
AC007240.3
HPCAL1
ODC1
ODC1-DT
NOL10
RN7SL832P
ATP6V1C2
AC092687.3
PDIA6
LINC01954
C2orf50
SLC66A3
ROCK2
LINC00570
E2F6
GREB1
LPIN1
MIR3681HG
TRIB2
NBAS
DDX1
MYCNOS
MYCN
AC010745.5
AC010880.1
FAM49A
SMC6
GEN1
AC079148.1
RDH14
NT5C1B
LINC01376
LINC00954
TTC32
AC013400.1
WDR35
AC079145.1
LAPTM4A
LAPTM4A-DT
SDC1
PUM2
RHOB
HS1BP3
AC012065.3
GDF7
AC012065.4
LDAH
TDRD15
KLHL29
AC009242.1
ATAD2B
UBXN2A
MFSD2B
WDCP
FKBP1B
SF3B6
FAM228B
TP53I3
PFN4
FAM228A
ITSN2
AC009228.1
NCOA1
PTRHD1
CENPO
ADCY3
